NAME,YEAR,DIRECTOR,RATINGS,REVIEWS,RATING_SCORES,POLARITY_SCORES,COMPOUND,COMPOUND_CLASSIFICATION,RATING_CLASSIFICATION
Whiplash,2014,Damien Chazelle, ★★★★★ , My mind exploded watching this movie.My heart is still pounding.My body is still shivering.I saw Whiplash almost 24 hours ago. ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Akira,1988,Katsuhiro Otomo, ★★★½ , Tetsuo the Iron Man ***,3.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Who's Afraid of Virginia Woolf?,1966,Mike Nichols, ★★★★★ , I know I say this about literally every movie but this is exactly what grad school is like ***,5.0,"{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.5023}",0.5023,pos,pos
The Grand Budapest Hotel,2014,Wes Anderson, ★★★★★ , you know what's better than sex? the grand budapest hotel's cinematography. ***,5.0,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.7096}",0.7096,pos,pos
Amadeus,1984,Miloš Forman, ★★★★★ ," ""Too many notes!""now that is a fucking motion picture. ***",5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Evangelion: 3.0+1.0 Thrice Upon a Time,2021,Hideaki Anno, ★★★★★ , Really wish the moment it ended the film deleted itself permanently from the internet and every VHS/DVD/BLU-RAY of the series blew up. ***,5.0,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.4576}",0.4576,neu,pos
A Man Escaped,1956,Robert Bresson, ★★★★½ ," This review may contain spoilers. I can handle the truth.  The man really did escape.Or, to be more loyal to the original Un condamné à mort s'est échappé: ""a death row inmate escaped""This is my fourth Bresson, and this is definitely 100% Bresson.Gorgeous.  ***",4.5,"{'neg': 0.076, 'neu': 0.717, 'pos': 0.207, 'compound': 0.6997}",0.6997,pos,pos
Spirited Away,2001,Hayao Miyazaki, ★★★★★ , u ever just wanna live in a movie bc same ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Three Colours: Red,1994,Krzysztof Kieślowski, ★★★★ , Oh to be a part-time model in Europe in the 90s. That’s the dream. ***,4.0,"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.25}",0.25,neu,pos
Chungking Express,1994,Wong Kar-wai, ★★★★★ ," ""Where do you want to go?""""Doesn't matter. Wherever you want to take me."" ***",5.0,"{'neg': 0.073, 'neu': 0.75, 'pos': 0.177, 'compound': 0.1346}",0.1346,neu,pos
Network,1976,Sidney Lumet, ★★★★½ , Why Network works:* Faye Dunaway* Faye Dunaway’s monologues* Faye Dunaway’s outrageous personality * It examines the causes and effects of media* This movie as a whole feels like a warning * Sidney Lumet can do no wrong* That is some emotion right there!* Peter Finch and William Holden* THE Peter Finch monologue ***,4.5,"{'neg': 0.142, 'neu': 0.812, 'pos': 0.045, 'compound': -0.6588}",-0.6588,neg,pos
Life Is Beautiful,1997,Roberto Benigni, ★★★★ ," me, looking at the title of this movie immediately after watching it: so that was a fucking lie ***",4.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Cinema Paradiso,1988,Giuseppe Tornatore, ★★★★½ , theatres: projecting movies on building walls because of quarantine me: nice cinema paradiso reference ***,4.5,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4215}",0.4215,neu,pos
Paths of Glory,1957,Stanley Kubrick, ★★★★★ , can letterboxd release the option to give 6 stars already ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Paths of Glory,1957,Stanley Kubrick, ★★★★½ , Hmm war seems pretty stupid if you ask me ***,4.5,"{'neg': 0.417, 'neu': 0.4, 'pos': 0.183, 'compound': -0.6249}",-0.6249,neg,pos
Tampopo,1985,Jūzō Itami, ★★★★½ , I love this movie so much 😪so much love and detail and care and FUNgot the blu-ray in the criterion sale and watched a documentary Juzo Itami made while filming it that made me so emotional!!! one of my favorite “‘my wife’ guy” directors and directors period. ***,4.5,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.9558}",0.9558,pos,pos
The Prestige,2006,Christopher Nolan, None , they should remake this movie with danny mcbride and walton goggins ***,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,neu
The Wages of Fear,1953,Henri-Georges Clouzot, ★★★★½ ," Friedkin's reprise is so heavy on the dread and pyrotechnics that I was surprised how pleasurable so much of this is. Lots of time spent on character, classic men on a mission, slow burn action stuff. And then it gets on the road and every wide shot of a truck feels like a ticking time bomb. ***",4.5,"{'neg': 0.1, 'neu': 0.774, 'pos': 0.126, 'compound': 0.1531}",0.1531,neu,pos
Children of Men,2006,Alfonso Cuarón, None , *emotionally* pull me finger ***,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,neu
Le Samouraï,1967,Jean-Pierre Melville, ★★★★★ , The definition of cool ***,5.0,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182}",0.3182,neu,pos
Rocco and His Brothers,1960,Luchino Visconti, ★★★★½ , they wouldn't last a day in quarantine together ***,4.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Winter Light,1963,Ingmar Bergman, ★★★ ," winter light (1963): who are you?first reformed (2017): i'm you, but stronger ***",3.0,"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.5267}",0.5267,pos,pos
Tampopo,1985,Jūzō Itami, ★★★½ , the avengers of ramen noodles ***,3.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Lawrence of Arabia,1962,David Lean, ★★★★★ ," Biblical literary epic for the screen. Vast when it needs to be, intimate when it should be. Saw it for the first time on the big screen. Which is probably the smallest screen you should see it on. ***",5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
I Am Cuba,1964,Mikhail Kalatozov, ★★★½ ," What's interesting about this film is that it is a piece of pro-Castro propaganda, but at the same time the vignettes meant to illustrate the injustice of the Batista years are genuinely emotionally involving. Even though Kalatozov's vision is political, he focuses intently on his human subjects. I'm amazed that a movie made by the bloody Soviet Union ten years after the death of Stalin can grasp of how to make a film with a political agenda while still creating moments between people that feel genuine. Yet, every chuckleheaded Hollywood knob who has tackled the Iraq war has ended up creating a bloodless, didactic mess ***",3.5,"{'neg': 0.209, 'neu': 0.682, 'pos': 0.109, 'compound': -0.9437}",-0.9437,neg,pos
Spider-Man: Into the Spider-Verse,2018,Rodney Rothman, ★★★★½ ," Just an absolute achievement in animation. Weird to look at something so current and know it’ll exist in the annals of history for its medium, but it’d be a struggle to find someone who would disagree. Going to watch it every year. Going to buy the art book and flip through it like a child. ***",4.5,"{'neg': 0.126, 'neu': 0.82, 'pos': 0.053, 'compound': -0.5346}",-0.5346,neg,pos
RRR,2022,S. S. Rajamouli, ★★★★½ ," No movie has earned the “title card doesn’t appear until 40 minutes into the movie” more than RRR. Eat your heart out, Drive My Car ***",4.5,"{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.296}",-0.296,neu,pos
Z,1969,Costa-Gavras, ★★★½ , It's pretty awesome to see a movie go so in-depth into political paranoia years before American movies would start doing the same thing because of Watergate. It's a satisfyingly dense movie that scratches the same itch that watching true crime documentaries do. Added to THE 60s ***,3.5,"{'neg': 0.096, 'neu': 0.678, 'pos': 0.226, 'compound': 0.8176}",0.8176,pos,pos
A Brighter Summer Day,1991,Edward Yang, ★★★★★ ," Tragic, gorgeous, painful, honest and it flew by for a 4 hour movieI gotta change it to 5 stars cause I can’t stop thinking about this movie ***",5.0,"{'neg': 0.235, 'neu': 0.552, 'pos': 0.212, 'compound': 0.0516}",0.0516,neu,pos
A Moment of Innocence,1996,Mohsen Makhmalbaf, ★★★★½ , I think those eyebrows have the power to save the world ***,4.5,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.4939}",0.4939,neu,pos
Parasite,2019,Bong Joon-ho, ★★★★½ ," ""No one can imitate North Korean news anchors like you"" gotta be the rarest compliment ever ***",4.5,"{'neg': 0.101, 'neu': 0.642, 'pos': 0.257, 'compound': 0.5267}",0.5267,pos,pos
Raging Bull,1980,Martin Scorsese, None , This review may contain spoilers. I can handle the truth.  A guy quits boxing to do standup  ***,0.0,"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.3182}",0.3182,neu,neu
The Night of the Hunter,1955,Charles Laughton, ★★★★★ , too scary ***,5.0,"{'neg': 0.615, 'neu': 0.385, 'pos': 0.0, 'compound': -0.4939}",-0.4939,neu,pos
Children of Men,2006,Alfonso Cuarón, ★★★★★ ," Holy smokes. There are plenty of things smart people could write about the themes and messaging, but at the core, this is one of those movies that just makes you go, ""how did they do that???"" ***",5.0,"{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.3378}",0.3378,neu,pos
Rocco and His Brothers,1960,Luchino Visconti, ★★★★★ , A star for each brotherRoccoVincenzoCiroLucaand another one for Rocco ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
The Seventh Seal,1957,Ingmar Bergman, ★★★★½ , The last 15 minutes are some of the finest and symbolic scenes I’ve ever seen. They accurately capture how much I don’t give a fuck about dying ***,4.5,"{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.5423}",-0.5423,neg,pos
The Treasure of the Sierra Madre,1948,John Huston, ★★★★½ ," ""get a load of this fuckin’ guy” energy ***",4.5,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}",0.2732,neu,pos
Perfect Blue,1997,Satoshi Kon, ★★★★★ , Imagine your card declines at therapy and they show you this ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Taste of Cherry,1997,Abbas Kiarostami, ★★★★★ , more like taste of masterpiece ***,5.0,"{'neg': 0.0, 'neu': 0.367, 'pos': 0.633, 'compound': 0.7841}",0.7841,pos,pos
Nostalgia,1983,Andrei Tarkovsky, None ," I cannot review this like it deserves at the moment, due to being at my parents' place. I just want to make note of having watched it and how stunning it was. ***",0.0,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.698}",0.698,pos,neu
Tampopo,1985,Jūzō Itami, ★★★★★ , the best western i've ever seen and it's set in japan and is entirely about ramen and other assorted foods so checkmate white people ***,5.0,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.6369}",0.6369,pos,pos
Your Name.,2016,Makoto Shinkai, ★★★★★ ," best meteor-driven romance since FFVII.i can’t believe i’d never seen this before and wow i never thought a movie could capture the way things slip from you within a dream and without. how lovely, how sad! ***",5.0,"{'neg': 0.128, 'neu': 0.583, 'pos': 0.289, 'compound': 0.828}",0.828,pos,pos
The Night of the Hunter,1955,Charles Laughton, None ," So apparently Charles Laughton made this movie and then was just done. I guess I get it, he wanted to go out on a really high note. But I can’t help but think him selfish. If you can make one great movie you’ve probably got three or four more decent ones in there. Can’t imagine he had a lot of other stuff going on. The 50s seem like they were a pretty boring time. But I guess that’s none of my business... ***",0.0,"{'neg': 0.076, 'neu': 0.746, 'pos': 0.178, 'compound': 0.8922}",0.8922,pos,neu
Still Walking,2008,Hirokazu Kore-eda, ★★★★ , I am always humbled when I’m reminded of how much you can learn from people when you just shut up and listen. Hug your loved ones. ***,4.0,"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.7906}",0.7906,pos,pos
Mary and Max,2009,Adam Elliot, ★★★★★ ," Me lleva la chingada, si esto ya de por sí está triste, luego con la voz de nuestro querido Philip Seymour Hoffman lo destruye a uno completamente ***",5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
The Bridge on the River Kwai,1957,David Lean, ★★★½ , Me act one: There’s no way I’m going to care about a three hour long movie about a bridgeMe act three: Holy fuck the bridge ***,3.5,"{'neg': 0.191, 'neu': 0.702, 'pos': 0.107, 'compound': -0.3612}",-0.3612,neu,pos
Eternity and a Day,1998,Theo Angelopoulos, ★★★★★ , I've never been as speechless as I was after watching this film ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Ugetsu,1953,Kenji Mizoguchi, ★★★★★ , This review may contain spoilers. I can handle the truth.  Probably a good idea to not fuck a ghost.  ***,5.0,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.8407}",0.8407,pos,pos
Singin' in the Rain,1952,Stanley Donen, ★★★★★ , The plot about silent pictures and the transition to sound went over my kids’ heads but when Donald O’Connor launched into “Make ‘Em Laugh” my daughters both simultaneously bolted up out of their chairs ... and started dancing. ***,5.0,"{'neg': 0.0, 'neu': 0.956, 'pos': 0.044, 'compound': 0.1901}",0.1901,neu,pos
Once Upon a Time in America,1984,Sergio Leone, ★★★★ ," ""You're in no position to exercise your will.""freedom is a trap, destiny is a fluke. you can do anything you want except escape yourself.[251m version] ***",4.0,"{'neg': 0.164, 'neu': 0.727, 'pos': 0.109, 'compound': -0.3612}",-0.3612,neu,pos
Persona,1966,Ingmar Bergman, ★★★★½ , I would love to watch this with Donald Trump and Joe Biden ***,4.5,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.6369}",0.6369,pos,pos
A Separation,2011,Asghar Farhadi, ★★★★★ ," for anyone who did not go to Tisch let me tell you everything you would experience there for free - it is the feeling of 100 boys who have just watched this movie and are obsessed with the idea of the “butterfly effect” trying to rewrite this movie in film 1 or thesis play, but like. in upstate New York or like LA. and you go “uh huh”Anyway Ashgar Farhadi forever // Iranian cinema forever // I could watch the opening credits and end credits completely separate from the movie and still cry ***",5.0,"{'neg': 0.052, 'neu': 0.777, 'pos': 0.171, 'compound': 0.891}",0.891,pos,pos
Amour,2012,Michael Haneke, ★★★★½ , love you all 💜😢 ***,4.5,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,pos,pos
Full Metal Jacket,1987,Stanley Kubrick, ★★★★★ ," Kubrick creates a masterpiece and confuses a bunch of people who recognize that it is indeed a masterpiece but aren't sure exactly as to why. I know why, of course. But then Stanley and I go way back. He even shot my wedding, getting it just right on the 73rd take. ***",5.0,"{'neg': 0.078, 'neu': 0.796, 'pos': 0.126, 'compound': 0.373}",0.373,neu,pos
One Flew Over the Cuckoo's Nest,1975,Miloš Forman, ★★★★★ , I love crazy people. ***,5.0,"{'neg': 0.279, 'neu': 0.233, 'pos': 0.488, 'compound': 0.4215}",0.4215,neu,pos
The Lord of the Rings: The Two Towers,2002,Peter Jackson, ★★★★★ , the march of the ents remains one of the most affecting sequences i’ve ever seen ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
The Departed,2006,Martin Scorsese, ★★★★½ , The rat at the end is meant to symbolize love ***,4.5,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}",0.6369,pos,pos
Neon Genesis Evangelion: The End of Evangelion,1997,Hideaki Anno, ★★★★ ," Arbitrary star-rating because I have no idea what to make of a lot of this, but at the moment I respect the sheer audacity of it ***",4.0,"{'neg': 0.058, 'neu': 0.793, 'pos': 0.15, 'compound': 0.5499}",0.5499,pos,pos
Scenes from a Marriage,1974,Ingmar Bergman, ★★★★ ," ""When I think about what I endured, I could scream! "" -Marianne, - Scavenger Hunt #62 (17/31): boxd.it/5mXrg- 5x5 Directors Challenge (Bergman 4/5): boxd.it/48AW4Well that was long. Scenes from a Marriage is a beautiful, but sad, story about the dissolution of a marriage and the isolation that it brings. For me many of the themes involve people having a difficult time figuring out what makes them truly happy which is the saddest state to be. The direction is beautiful and the performances, specifically Liv Ullmann, are inspired. Watch it if you have a free 6 hours. ***",4.0,"{'neg': 0.154, 'neu': 0.621, 'pos': 0.226, 'compound': 0.8622}",0.8622,pos,pos
